,State,County,City,datetime,Humidity,Temperature,Pressure,Wind_speed,Wind_direction,NO2 Mean,NO2 AQI,O3 Mean,O3 AQI,SO2 Mean,SO2 AQI,CO Mean,CO AQI
0,New Mexico,Bernalillo,Albuquerque,2012-10-01,48.90909090909091,12.326207751454573,1024.0,4.0,360.0,10.441667,21.0,0.037792,43.0,0.4833335,0.0,0.10739599999999999,2.0
1,New Mexico,Bernalillo,Albuquerque,2012-10-02,40.36363636363637,16.621820502750026,1022.7727272727273,3.1666666666666665,303.4583333333333,10.416667,29.0,0.029458,41.0,0.5562499999999999,0.0,0.1370205,2.0
2,New Mexico,Bernalillo,Albuquerque,2012-10-03,31.904761904761905,18.055416666666684,1021.6666666666666,2.9583333333333335,132.70833333333334,17.575,40.0,0.022042,32.0,0.875,4.0,0.248854,5.0
3,New Mexico,Bernalillo,Albuquerque,2012-10-04,19.681818181818183,19.94625000000002,1018.3181818181819,1.9166666666666667,144.54166666666666,18.6125,46.0,0.036542,44.0,0.8354165,3.0,0.208396,3.0
4,New Mexico,Bernalillo,Albuquerque,2012-10-05,18.25,19.679166666666692,1020.85,2.5833333333333335,225.875,12.504167,25.0,0.037125,39.0,0.6416664999999999,0.0,0.1216875,2.0
5,New Mexico,Bernalillo,Albuquerque,2012-10-06,19.238095238095237,19.73541666666669,1020.3181818181819,3.3333333333333335,228.5,8.854167,14.0,0.029875,37.0,0.5541665,0.0,0.09539600000000001,1.0
6,New Mexico,Bernalillo,Albuquerque,2012-10-07,29.695652173913043,15.614791666666692,1003.4166666666666,2.1666666666666665,151.33333333333334,10.761111,29.0,0.028458,35.0,0.540476,0.0,0.11354,2.0
7,New Mexico,Bernalillo,Albuquerque,2012-10-08,51.75,8.837500000000025,992.7391304347826,2.2916666666666665,189.625,19.2875,41.0,0.024292,37.0,0.7749999999999999,1.0,0.191708,3.0
8,New Mexico,Bernalillo,Albuquerque,2012-10-09,37.0,11.431666666666688,1020.2105263157895,1.25,138.66666666666666,17.570833,42.0,0.009167,15.0,0.7979164999999999,4.0,0.17795850000000002,3.0
9,New Mexico,Bernalillo,Albuquerque,2012-10-10,20.352941176470587,15.24666666666669,1006.3125,2.5416666666666665,164.91666666666666,16.5,35.0,0.007792,15.0,0.66875,1.0,0.1448125,2.0
10,New Mexico,Bernalillo,Albuquerque,2012-10-11,33.583333333333336,13.995833333333357,944.1666666666666,1.875,177.54166666666666,14.554545,29.0,0.003708,8.0,0.6925325,1.0,0.1513335,3.0
11,New Mexico,Bernalillo,Albuquerque,2012-10-12,31.0,14.907916666666686,1001.3636363636364,1.2916666666666667,122.625,10.766667,21.0,0.005042,11.0,0.5979165,1.0,0.1023545,2.0
12,New Mexico,Bernalillo,Albuquerque,2012-10-13,44.125,17.197916666666686,994.2608695652174,4.583333333333333,129.54166666666666,9.675,15.0,0.003,6.0,0.5125,0.0,0.09393750000000001,1.0
13,New Mexico,Bernalillo,Albuquerque,2012-10-14,37.77272727272727,10.631666666666689,1020.0,4.041666666666667,230.83333333333334,12.958333,24.0,0.001,1.0,0.4979165,0.0,0.129125,2.0
14,New Mexico,Bernalillo,Albuquerque,2012-10-15,46.18181818181818,11.400416666666688,1025.0,2.3333333333333335,211.125,16.4375,33.0,0.001917,3.0,0.5583335,0.0,0.137854,2.0
15,New Mexico,Bernalillo,Albuquerque,2012-10-16,34.0,13.29666666666669,1024.1739130434783,1.125,55.5,21.425,38.0,0.001375,3.0,1.0270834999999998,4.0,0.2396455,5.0
16,New Mexico,Bernalillo,Albuquerque,2012-10-17,31.375,15.129166666666691,1018.0625,2.0833333333333335,186.33333333333334,10.3125,18.0,0.005792,10.0,0.6479165,1.0,0.090833,2.0
17,New Mexico,Bernalillo,Albuquerque,2012-10-18,18.94736842105263,16.74208333333335,1014.0,4.208333333333333,197.33333333333334,13.020833,36.0,0.031417,36.0,0.7375,1.0,0.1242295,2.0
18,New Mexico,Bernalillo,Albuquerque,2012-10-19,8.1,14.602083333333354,1019.5833333333334,4.833333333333333,268.75,16.0625,40.0,0.02125,31.0,0.7604165,1.0,0.1992085,3.0
19,New Mexico,Bernalillo,Albuquerque,2012-10-20,14.958333333333334,14.809583333333356,1020.6666666666666,2.5833333333333335,192.5,21.604167,36.0,0.017292,29.0,0.8833335,3.0,0.222646,3.0
20,New Mexico,Bernalillo,Albuquerque,2012-10-21,11.529411764705882,14.952708333333357,991.9,0.4583333333333333,94.75,14.616667,34.0,0.027083,36.0,0.6690475,1.0,0.13588099999999997,3.0
21,New Mexico,Bernalillo,Albuquerque,2012-10-22,26.227272727272727,15.993125000000022,992.4545454545455,2.875,159.91666666666666,11.054545,27.0,0.023542,31.0,0.7479165,3.0,0.1401045,2.0
22,New Mexico,Bernalillo,Albuquerque,2012-10-23,31.176470588235293,14.885000000000026,1016.047619047619,2.25,145.75,14.05,38.0,0.022417,31.0,0.9291665,4.0,0.194396,5.0
23,New Mexico,Bernalillo,Albuquerque,2012-10-24,30.045454545454547,15.31708333333336,1016.9545454545455,2.1666666666666665,135.58333333333334,13.358333,40.0,0.027917,34.0,1.00625,6.0,0.1933125,5.0
24,New Mexico,Bernalillo,Albuquerque,2012-10-25,23.17391304347826,16.49895833333336,1014.4782608695652,2.875,138.875,16.029167,35.0,0.028792,37.0,0.6812499999999999,1.0,0.171354,3.0
25,New Mexico,Bernalillo,Albuquerque,2012-10-26,20.90909090909091,10.958750000000018,1017.0909090909091,4.916666666666667,280.0416666666667,8.025,14.0,0.031458,35.0,0.5229165,0.0,0.10960450000000001,3.0
26,New Mexico,Bernalillo,Albuquerque,2012-10-27,30.45,5.142083333333351,1023.8636363636364,2.5416666666666665,132.83333333333334,17.6875,39.0,0.019833,32.0,0.73125,1.0,0.21287499999999998,5.0
27,New Mexico,Bernalillo,Albuquerque,2012-10-28,43.608695652173914,4.350833333333353,1023.6521739130435,1.3333333333333333,87.70833333333333,23.358333,38.0,0.020333,33.0,0.9604165,3.0,0.3531875,7.0
28,New Mexico,Bernalillo,Albuquerque,2012-10-29,23.391304347826086,9.002916666666698,1022.5652173913044,0.9583333333333334,131.58333333333334,23.458333,40.0,0.019042,31.0,1.04375,4.0,0.290375,6.0
29,New Mexico,Bernalillo,Albuquerque,2012-10-30,23.136363636363637,11.81333333333336,1023.3181818181819,0.9166666666666666,92.25,20.045833,42.0,0.019917,31.0,1.28125,6.0,0.31195799999999996,7.0
30,New Mexico,Bernalillo,Albuquerque,2012-10-31,18.52173913043478,13.049583333333354,1022.7391304347826,1.75,199.45833333333334,18.25,36.0,0.021667,31.0,0.8895835000000001,3.0,0.2419375,3.0
31,New Mexico,Bernalillo,Albuquerque,2012-11-01,21.0,12.619583333333358,1022.4347826086956,1.5833333333333333,165.58333333333334,16.791667,32.0,0.0215,31.0,0.8374999999999999,3.0,0.2634375,5.0
32,New Mexico,Bernalillo,Albuquerque,2012-11-02,21.363636363636363,10.363750000000023,1022.1363636363636,1.3333333333333333,82.125,22.583333,37.0,0.016833,28.0,1.3270835,7.0,0.34054150000000005,7.0
33,New Mexico,Bernalillo,Albuquerque,2012-11-03,20.77777777777778,12.144583333333356,1018.4444444444445,1.0416666666666667,99.375,20.0,33.0,0.021708,36.0,0.8395835,1.0,0.2321665,3.0
34,New Mexico,Bernalillo,Albuquerque,2012-11-04,27.22222222222222,11.238541666666686,1021.4444444444445,2.0416666666666665,155.625,14.222222,23.0,0.021542,32.0,0.8119050000000001,1.0,0.1982855,3.0
35,New Mexico,Bernalillo,Albuquerque,2012-11-05,22.294117647058822,10.195416666666695,998.875,1.625,177.5,22.041667,43.0,0.017458,30.0,0.9083334999999999,1.0,0.22568749999999999,3.0
36,New Mexico,Bernalillo,Albuquerque,2012-11-06,25.666666666666668,12.452708333333367,827.0588235294117,1.8333333333333333,177.25,23.0,46.0,0.019292,28.0,0.9916665,3.0,0.23029149999999998,3.0
37,New Mexico,Bernalillo,Albuquerque,2012-11-07,27.952380952380953,12.30625000000002,1025.5714285714287,1.75,184.45833333333334,22.75,49.0,0.017417,29.0,0.9125000000000001,3.0,0.25439599999999996,5.0
38,New Mexico,Bernalillo,Albuquerque,2012-11-08,29.736842105263158,11.25666666666669,1024.5,1.375,121.33333333333333,29.125,37.0,0.011833,17.0,1.4479165,4.0,0.366646,6.0
39,New Mexico,Bernalillo,Albuquerque,2012-11-09,23.11111111111111,11.227083333333356,1019.0,1.6666666666666667,143.08333333333334,15.708333,32.0,0.020708,22.0,0.9624999999999999,3.0,0.170542,3.0
40,New Mexico,Bernalillo,Albuquerque,2012-11-10,34.666666666666664,10.295833333333356,1016.047619047619,2.4583333333333335,135.91666666666666,6.458333,10.0,0.034167,34.0,0.6812499999999999,0.0,0.0822655,2.0
41,New Mexico,Bernalillo,Albuquerque,2012-11-11,63.36842105263158,7.569166666666689,1010.5263157894736,5.25,202.91666666666666,7.875,20.0,0.030833,32.0,0.5874999999999999,0.0,0.147979,2.0
42,New Mexico,Bernalillo,Albuquerque,2012-11-12,41.26315789473684,0.5925000000000153,894.5,6.375,288.375,17.9,38.0,0.018875,31.0,0.9333335,3.0,0.2759165,7.0
43,New Mexico,Bernalillo,Albuquerque,2012-11-13,27.533333333333335,-1.5895833333333111,1028.25,2.4583333333333335,227.66666666666666,21.508333,35.0,0.016417,26.0,0.9625,1.0,0.28037500000000004,8.0
44,New Mexico,Bernalillo,Albuquerque,2012-11-14,26.375,1.1600000000000226,1026.5882352941176,1.4166666666666667,102.625,22.006667,41.0,0.013824,25.0,1.2645835,4.0,0.2876045,7.0
45,New Mexico,Bernalillo,Albuquerque,2012-11-15,24.72222222222222,4.127916666666692,1026.6,1.4583333333333333,117.125,25.958333,44.0,0.017167,27.0,1.0708335,3.0,0.3746355,7.0
46,New Mexico,Bernalillo,Albuquerque,2012-11-16,19.26086956521739,5.1916666666666815,864.6521739130435,0.7083333333333334,82.0,27.6125,43.0,0.014958,28.0,1.1035715000000001,4.0,0.33739600000000003,7.0
47,New Mexico,Bernalillo,Albuquerque,2012-11-17,29.863636363636363,8.571250000000019,927.0,1.2083333333333333,141.75,30.508333,42.0,0.010958,21.0,1.6583335,6.0,0.5419164999999999,10.0
48,New Mexico,Bernalillo,Albuquerque,2012-11-18,30.916666666666668,6.848541666666691,1024.375,1.125,109.58333333333333,17.627778,37.0,0.016667,29.0,0.8690475,4.0,0.439651,11.0
49,New Mexico,Bernalillo,Albuquerque,2012-11-19,48.25,8.104583333333354,1022.0416666666666,1.4166666666666667,103.33333333333333,21.020833,38.0,0.0175,28.0,1.0166665,4.0,1.4439579999999999,23.0
50,New Mexico,Bernalillo,Albuquerque,2012-11-20,66.0,6.763333333333357,1024.9565217391305,1.0,94.41666666666667,25.108333,42.0,0.015917,23.0,1.1979165,4.0,0.2943515,10.0
51,New Mexico,Bernalillo,Albuquerque,2012-11-21,39.208333333333336,7.098750000000019,1027.0833333333333,1.3333333333333333,90.83333333333333,22.391667,35.0,0.01125,20.0,1.1958335,4.0,0.28649199999999997,7.0
52,New Mexico,Bernalillo,Albuquerque,2012-11-22,30.565217391304348,6.294166666666688,1016.1666666666666,1.875,149.125,22.5125,29.0,0.016333,25.0,1.2000000000000002,1.0,0.266363,7.0
53,New Mexico,Bernalillo,Albuquerque,2012-11-23,44.54545454545455,7.2658333333333545,1022.3636363636364,0.6666666666666666,76.83333333333333,20.125,35.0,0.017792,31.0,0.8083335,1.0,0.158841,3.0
54,New Mexico,Bernalillo,Albuquerque,2012-11-24,38.23529411764706,5.830833333333359,1029.1,2.1666666666666665,177.04166666666666,25.566667,40.0,0.011875,25.0,1.15,3.0,0.310542,6.0
55,New Mexico,Bernalillo,Albuquerque,2012-11-25,39.42857142857143,5.1429166666666974,1028.4545454545455,0.875,67.875,25.9125,39.0,0.01275,26.0,1.0854165,3.0,0.286229,7.0
56,New Mexico,Bernalillo,Albuquerque,2012-11-26,35.09090909090909,7.05395833333336,1020.0,0.9166666666666666,99.25,26.666667,41.0,0.014833,19.0,1.46875,7.0,0.318625,6.0
57,New Mexico,Bernalillo,Albuquerque,2012-11-27,30.523809523809526,7.308750000000025,1018.5714285714286,1.1666666666666667,146.58333333333334,25.933333,46.0,0.010583,20.0,1.1604165,3.0,0.2708125,6.0
58,New Mexico,Bernalillo,Albuquerque,2012-11-28,44.333333333333336,3.3104166666666877,1027.4782608695652,1.6666666666666667,159.79166666666666,29.7375,41.0,0.010583,23.0,1.2770834999999998,3.0,0.34975,7.0
59,New Mexico,Bernalillo,Albuquerque,2012-11-29,36.45,5.750000000000021,1027.4761904761904,1.4166666666666667,119.125,31.258333,45.0,0.009417,24.0,1.6354165,7.0,0.400979,7.0
60,New Mexico,Bernalillo,Albuquerque,2012-11-30,45.34782608695652,7.005833333333366,902.0454545454545,1.2916666666666667,193.625,29.879167,40.0,0.009958,22.0,1.725,6.0,0.5008954999999999,8.0
61,New Mexico,Bernalillo,Albuquerque,2012-12-01,40.041666666666664,6.990000000000019,1023.0833333333334,0.5,64.58333333333333,27.291667,37.0,0.014333,27.0,1.4041665,4.0,0.44514600000000004,9.0
62,New Mexico,Bernalillo,Albuquerque,2012-12-02,37.45454545454545,7.396875000000025,1002.2380952380952,1.0833333333333333,124.0,24.45,36.0,0.016174,26.0,1.1166665,4.0,0.31356249999999997,7.0
63,New Mexico,Bernalillo,Albuquerque,2012-12-03,34.78260869565217,7.335416666666693,1021.5217391304348,1.0416666666666667,81.83333333333333,18.279167,34.0,0.024824,29.0,0.825,1.0,0.1884935,3.0
64,New Mexico,Bernalillo,Albuquerque,2012-12-04,28.958333333333332,8.644375000000027,1018.875,1.625,106.04166666666667,23.4375,41.0,0.012583,25.0,1.232143,3.0,0.260479,7.0
65,New Mexico,Bernalillo,Albuquerque,2012-12-05,48.40909090909091,6.340208333333358,1026.3333333333333,1.9583333333333333,166.29166666666666,12.0,11.0,0.013083,19.0,1.84375,9.0,0.541208,10.0
66,New Mexico,Bernalillo,Albuquerque,2012-12-06,39.04347826086956,6.445833333333359,1026.2608695652175,0.5833333333333334,60.25,30.5,43.0,0.0105,23.0,2.0729165,7.0,0.5206875,9.0
67,New Mexico,Bernalillo,Albuquerque,2012-12-07,32.09090909090909,8.100833333333357,1017.6190476190476,1.5,103.375,25.670833,39.0,0.012792,25.0,1.3208335,6.0,0.4048125,9.0
68,New Mexico,Bernalillo,Albuquerque,2012-12-08,33.69565217391305,7.464583333333356,1014.3478260869565,1.3333333333333333,81.25,27.108333,39.0,0.01725,29.0,1.19375,3.0,0.3624585,6.0
69,New Mexico,Bernalillo,Albuquerque,2012-12-09,54.041666666666664,6.291875000000021,843.0434782608696,3.0833333333333335,284.4166666666667,11.1,23.0,0.031667,31.0,0.7458335,1.0,0.167979,5.0
70,New Mexico,Bernalillo,Albuquerque,2012-12-10,37.0,4.255833333333352,1013.1428571428571,4.125,192.95833333333334,14.079167,38.0,0.023875,31.0,0.8062499999999999,1.0,0.202417,3.0
71,New Mexico,Bernalillo,Albuquerque,2012-12-11,26.61904761904762,-5.802916666666644,1020.7391304347826,3.25,271.5833333333333,23.208333,39.0,0.017958,29.0,1.1854165,3.0,0.331021,7.0
72,New Mexico,Bernalillo,Albuquerque,2012-12-12,35.73684210526316,-1.7366666666666408,997.1052631578947,1.9583333333333333,160.375,30.875,42.0,0.011625,24.0,1.8125,4.0,0.529875,9.0
73,New Mexico,Bernalillo,Albuquerque,2012-12-13,37.22727272727273,-0.2804166666666461,1019.8181818181819,1.625,127.375,26.941667,40.0,0.013375,21.0,1.575,4.0,0.4886045,10.0
74,New Mexico,Bernalillo,Albuquerque,2012-12-14,32.523809523809526,1.7554166666666926,1019.5217391304348,1.7083333333333333,117.58333333333333,13.858333,25.0,0.023667,28.0,0.7104165,1.0,0.2284165,9.0
75,New Mexico,Bernalillo,Albuquerque,2012-12-15,55.52173913043478,2.9220833333333567,1011.1739130434783,2.8333333333333335,128.20833333333334,16.341667,34.0,0.021625,29.0,0.7166665,1.0,0.208521,3.0
76,New Mexico,Bernalillo,Albuquerque,2012-12-16,60.95652173913044,0.021666666666684858,1014.6086956521739,3.0416666666666665,160.29166666666666,9.566667,13.0,0.029458,32.0,0.609524,0.0,0.1741665,2.0
77,New Mexico,Bernalillo,Albuquerque,2012-12-17,66.15789473684211,-0.2916666666666525,1013.5217391304348,2.9166666666666665,162.08333333333334,27.904167,49.0,0.01125,25.0,1.4270835000000002,6.0,0.464396,9.0
78,New Mexico,Bernalillo,Albuquerque,2012-12-18,60.38095238095238,-2.04874999999997,1018.2083333333334,1.8333333333333333,203.33333333333334,28.2875,37.0,0.009917,16.0,1.4041665,4.0,0.4527085,7.0
79,New Mexico,Bernalillo,Albuquerque,2012-12-19,65.5,0.6054166666666893,1014.7916666666666,0.9583333333333334,138.75,9.670833,21.0,0.0325,33.0,0.7395835,1.0,0.1562085,6.0
80,New Mexico,Bernalillo,Albuquerque,2012-12-20,59.72727272727273,1.5679166666666902,1006.5909090909091,6.083333333333333,201.58333333333334,17.445833,37.0,0.021042,30.0,0.8520835,1.0,0.2374165,5.0
81,New Mexico,Bernalillo,Albuquerque,2012-12-21,43.40909090909091,-6.036666666666643,1027.7916666666667,2.8333333333333335,165.41666666666666,31.808333,44.0,0.010167,15.0,1.8166665000000002,6.0,0.5857705,14.0
82,New Mexico,Bernalillo,Albuquerque,2012-12-22,39.708333333333336,-4.284999999999982,1028.7083333333333,1.1666666666666667,97.5,24.758333,42.0,0.012625,19.0,1.30625,4.0,0.4886455,14.0
83,New Mexico,Bernalillo,Albuquerque,2012-12-23,37.22727272727273,-1.1381249999999785,1023.7916666666666,1.375,171.25,24.2875,36.0,0.014458,25.0,1.51875,4.0,0.563354,13.0
84,New Mexico,Bernalillo,Albuquerque,2012-12-24,35.26086956521739,1.5187500000000231,1020.9565217391304,0.8333333333333334,92.91666666666667,17.829167,29.0,0.024333,31.0,1.0270834999999998,3.0,0.2569585,5.0
85,New Mexico,Bernalillo,Albuquerque,2012-12-25,38.8,2.306666666666691,1015.9090909090909,1.75,120.91666666666667,5.166667,12.0,0.035458,35.0,0.6166665,0.0,0.1174795,2.0
86,New Mexico,Bernalillo,Albuquerque,2012-12-26,52.473684210526315,0.2958333333333532,1010.5263157894736,4.75,238.41666666666666,14.895833,31.0,0.020667,26.0,0.8229165,1.0,0.220167,3.0
87,New Mexico,Bernalillo,Albuquerque,2012-12-27,50.4,-2.281666666666645,1016.0952380952381,2.9166666666666665,186.41666666666666,17.195833,34.0,0.021125,30.0,0.8166665,1.0,0.2270415,5.0
88,New Mexico,Bernalillo,Albuquerque,2012-12-28,46.54545454545455,-1.126833333333309,1009.1304347826087,3.0,193.20833333333334,19.041667,33.0,0.021083,29.0,0.7541665,1.0,0.2726875,6.0
89,New Mexico,Bernalillo,Albuquerque,2012-12-29,53.04347826086956,-3.8920833333333085,1014.1739130434783,2.5833333333333335,253.33333333333334,27.029167,38.0,0.013792,22.0,1.0520835000000002,1.0,0.36414599999999997,6.0
90,New Mexico,Bernalillo,Albuquerque,2012-12-30,50.5,-5.724687499999976,1023.5454545454545,1.6666666666666667,171.33333333333334,21.95,33.0,0.011917,14.0,1.1285715,4.0,0.390333,7.0
91,New Mexico,Bernalillo,Albuquerque,2012-12-31,40.0,-2.4024999999999728,996.0,1.0,103.54166666666667,11.5,27.0,0.031053,32.0,0.6690475,0.0,0.214041,7.0
92,New Mexico,Bernalillo,Albuquerque,2013-01-01,51.68421052631579,-0.17499999999997584,1011.9565217391304,3.2916666666666665,185.70833333333334,8.329167,17.0,0.036583,40.0,0.6958335,1.0,0.1283945,2.0
93,New Mexico,Bernalillo,Albuquerque,2013-01-02,59.18181818181818,-4.272083333333313,1019.25,2.625,223.75,13.470833,28.0,0.0285,34.0,0.9916665,1.0,0.181771,2.0
94,New Mexico,Bernalillo,Albuquerque,2013-01-03,60.63636363636363,-6.174583333333317,953.5217391304348,2.5416666666666665,237.16666666666666,22.483333,35.0,0.019833,31.0,0.81875,1.0,0.2697085,5.0
95,New Mexico,Bernalillo,Albuquerque,2013-01-04,52.95454545454545,-6.397083333333311,1024.0416666666667,3.1666666666666665,182.5,17.595833,42.0,0.023583,31.0,0.7333335000000001,1.0,0.258375,5.0
96,New Mexico,Bernalillo,Albuquerque,2013-01-05,51.36363636363637,-8.312864583333315,1027.2272727272727,2.1666666666666665,160.70833333333334,24.15,41.0,0.022333,31.0,1.2833335,4.0,0.34129149999999997,6.0
97,New Mexico,Bernalillo,Albuquerque,2013-01-06,38.7,-4.447499999999977,1025.2727272727273,1.375,133.08333333333334,26.825,41.0,0.013,24.0,1.2270835,4.0,0.436083,9.0
98,New Mexico,Bernalillo,Albuquerque,2013-01-07,40.56521739130435,-3.4645833333333065,1027.1666666666667,1.25,128.75,23.833333,41.0,0.019083,30.0,1.0187499999999998,3.0,0.389521,10.0
99,New Mexico,Bernalillo,Albuquerque,2013-01-08,35.86363636363637,0.14181250000002402,1019.2916666666666,1.0833333333333333,122.29166666666667,12.5125,23.0,0.030417,33.0,1.275,3.0,0.18964599999999998,5.0
100,New Mexico,Bernalillo,Albuquerque,2013-01-09,42.72727272727273,0.25729166666668374,1015.75,4.166666666666667,156.66666666666666,18.883333,36.0,0.020542,31.0,0.9895835,1.0,0.218083,5.0
101,New Mexico,Bernalillo,Albuquerque,2013-01-10,43.52173913043478,-1.6910791666666445,1029.3636363636363,2.6666666666666665,246.625,24.175,39.0,0.018167,31.0,1.3333335,3.0,0.4055415,7.0
102,New Mexico,Bernalillo,Albuquerque,2013-01-11,40.208333333333336,0.29825000000002433,1018.375,2.0833333333333335,135.20833333333334,9.0875,23.0,0.033792,37.0,0.78125,1.0,0.179542,5.0
103,New Mexico,Bernalillo,Albuquerque,2013-01-12,35.95454545454545,1.3161666666666914,1009.0833333333334,5.916666666666667,194.5,11.008333,19.0,0.026917,33.0,0.70625,0.0,0.20004149999999998,3.0
104,New Mexico,Bernalillo,Albuquerque,2013-01-13,28.916666666666668,-6.276874999999973,1012.25,2.7916666666666665,257.5,19.994444,40.0,0.016667,32.0,1.0058825,1.0,0.365881,7.0
105,New Mexico,Bernalillo,Albuquerque,2013-01-14,35.125,-8.376708333333312,1016.3333333333334,1.7916666666666667,156.95833333333334,18.776471,31.0,0.017375,22.0,1.0604165,1.0,0.2917915,7.0
106,New Mexico,Bernalillo,Albuquerque,2013-01-15,48.09090909090909,-9.095208333333309,1014.2272727272727,1.7083333333333333,120.20833333333333,15.6125,26.0,0.023125,33.0,0.9854164999999999,1.0,0.219771,3.0
107,New Mexico,Bernalillo,Albuquerque,2013-01-16,57.458333333333336,-11.69291666666664,1019.7916666666666,4.083333333333333,211.25,25.891667,38.0,0.019583,30.0,1.4291665,4.0,0.3785625,8.0
108,New Mexico,Bernalillo,Albuquerque,2013-01-17,46.95652173913044,-7.818791666666637,963.5909090909091,2.4166666666666665,254.5,24.270833,42.0,0.011,19.0,1.1375,3.0,0.350771,8.0
109,New Mexico,Bernalillo,Albuquerque,2013-01-18,49.34782608695652,-2.7154166666666413,1030.4347826086957,2.0833333333333335,143.08333333333334,28.358333,41.0,0.012583,24.0,1.4729165,3.0,0.5339165,9.0
110,New Mexico,Bernalillo,Albuquerque,2013-01-19,48.75,0.270833333333357,1028.4761904761904,1.0,104.91666666666667,16.741667,36.0,0.026417,34.0,0.9041665,1.0,0.22579149999999998,7.0
111,New Mexico,Bernalillo,Albuquerque,2013-01-20,45.73913043478261,1.0656250000000256,963.75,1.9583333333333333,196.33333333333334,14.004167,25.0,0.026458,31.0,0.9125000000000001,1.0,0.202125,3.0
112,New Mexico,Bernalillo,Albuquerque,2013-01-21,43.21739130434783,1.0997916666666872,1026.375,2.0833333333333335,181.875,16.566667,34.0,0.026042,32.0,1.0229165,1.0,0.1912915,2.0
113,New Mexico,Bernalillo,Albuquerque,2013-01-22,41.34782608695652,0.7989583333333575,973.0434782608696,1.6666666666666667,172.125,28.5875,49.0,0.017375,26.0,1.7895835,6.0,0.3849165,8.0
114,New Mexico,Bernalillo,Albuquerque,2013-01-23,41.59090909090909,2.606041666666689,980.2727272727273,1.4583333333333333,184.04166666666666,28.845833,43.0,0.011333,26.0,1.4875,3.0,0.38116700000000003,8.0
115,New Mexico,Bernalillo,Albuquerque,2013-01-24,29.476190476190474,4.761458333333358,1027.4761904761904,1.875,139.75,29.4875,43.0,0.014417,20.0,1.8958335,7.0,0.490771,9.0
116,New Mexico,Bernalillo,Albuquerque,2013-01-25,23.727272727272727,5.407708333333358,1026.3333333333333,1.0416666666666667,143.95833333333334,22.133333,30.0,0.008667,19.0,1.28125,3.0,0.279625,6.0
117,New Mexico,Bernalillo,Albuquerque,2013-01-26,49.904761904761905,8.188770833333358,1025.3333333333333,2.1666666666666665,236.125,17.841667,25.0,0.012708,20.0,1.0645835,1.0,0.300833,7.0
118,New Mexico,Bernalillo,Albuquerque,2013-01-27,72.04166666666667,7.767663194458358,1020.5833333333334,2.0833333333333335,182.125,6.927778,10.0,0.024958,33.0,0.742857,1.0,0.118778,2.0
119,New Mexico,Bernalillo,Albuquerque,2013-01-28,69.75,7.780138888875025,1016.0,4.166666666666667,199.125,8.191667,11.0,0.032667,37.0,0.7645835000000001,1.0,0.089979,2.0
120,New Mexico,Bernalillo,Albuquerque,2013-01-29,47.0,1.1382222222083556,1021.5,4.541666666666667,278.2083333333333,8.4625,19.0,0.033833,35.0,0.7854165,1.0,0.13575,2.0
121,New Mexico,Bernalillo,Albuquerque,2013-01-30,42.041666666666664,-1.7643124999999742,886.125,8.708333333333334,290.7916666666667,12.866667,38.0,0.027042,37.0,0.7437499999999999,1.0,0.15537499999999999,2.0
122,New Mexico,Bernalillo,Albuquerque,2013-01-31,51.083333333333336,-1.746708333333314,869.125,4.708333333333333,313.0833333333333,24.333333,44.0,0.0175,33.0,1.3958335,6.0,0.3646875,8.0
123,New Mexico,Bernalillo,Albuquerque,2013-02-01,54.82608695652174,0.9970833333333502,906.8260869565217,2.25,254.29166666666666,25.983333,36.0,0.019167,30.0,1.3958335,3.0,0.35325,7.0
124,New Mexico,Bernalillo,Albuquerque,2013-02-02,54.708333333333336,2.0827500000000185,933.625,1.5416666666666667,251.95833333333334,15.675,35.0,0.025542,36.0,1.0229165,3.0,0.19058350000000002,3.0
125,New Mexico,Bernalillo,Albuquerque,2013-02-03,43.291666666666664,5.366875000000022,981.375,2.9166666666666665,265.3333333333333,16.229167,24.0,0.024542,31.0,0.9229165,1.0,0.2266455,3.0
126,New Mexico,Bernalillo,Albuquerque,2013-02-04,33.81818181818182,5.545833333333358,996.7727272727273,0.8333333333333334,178.54166666666666,13.741667,34.0,0.02975,39.0,1.0958335,1.0,0.1577085,2.0
127,New Mexico,Bernalillo,Albuquerque,2013-02-05,48.041666666666664,5.886041666666685,1006.1666666666666,2.7083333333333335,292.9166666666667,22.308333,41.0,0.020542,37.0,1.1354165,3.0,0.2799585,5.0
128,New Mexico,Bernalillo,Albuquerque,2013-02-06,39.666666666666664,5.449895833333355,994.25,2.875,252.70833333333334,24.266667,41.0,0.021708,33.0,1.3958335,6.0,0.3821665,7.0
129,New Mexico,Bernalillo,Albuquerque,2013-02-07,34.43478260869565,6.198312500000014,975.6363636363636,1.5833333333333333,164.16666666666666,17.120833,42.0,0.027,37.0,0.95,1.0,0.201625,3.0
130,New Mexico,Bernalillo,Albuquerque,2013-02-08,41.90909090909091,6.4456250000000255,982.0909090909091,2.0833333333333335,226.45833333333334,15.770833,36.0,0.019214,32.0,0.9750000000000001,3.0,0.19493749999999999,5.0
131,New Mexico,Bernalillo,Albuquerque,2013-02-09,39.0,6.045833333333353,992.5652173913044,3.9583333333333335,128.625,11.495833,24.0,0.038042,44.0,0.8062499999999999,1.0,0.149542,2.0
